,customer_id,shopping_freq,max_amount,customer_category
1001,CS2113,27,101,Medium
1002,CS2114,16,103,High
1003,CS2115,24,105,Medium
1004,CS2116,27,100,Medium
1005,CS2117,30,100,Medium
1006,CS2118,16,105,High
1007,CS2119,24,104,Medium
1008,CS2120,15,103,High
1009,CS2121,18,105,High
1010,CS2122,23,105,Medium
1011,CS2123,21,104,Medium
1012,CS2124,15,100,High
1013,CS2125,19,102,High
1014,CS2126,15,105,High
1015,CS2127,29,104,Medium
1016,CS2128,27,104,Medium
1017,CS2129,21,102,Medium
1018,CS2130,26,105,Medium
1019,CS2131,12,101,High
1020,CS2132,14,102,High
1021,CS2133,14,100,High
1022,CS2134,19,103,High
1023,CS2135,27,105,Medium
1024,CS2136,13,94,High
1025,CS2137,25,105,Medium
1026,CS2138,23,101,Medium
1027,CS2139,21,105,Medium
1028,CS2140,27,105,Medium
1029,CS2141,17,105,High
1030,CS2142,23,105,Medium
1031,CS2143,15,105,High
1032,CS2144,10,103,High
1033,CS2145,20,98,High
1034,CS2146,22,103,Medium
1035,CS2147,14,102,High
1036,CS2148,22,105,Medium
1037,CS2149,23,102,Medium
1038,CS2150,18,99,High
1039,CS2151,16,104,High
1040,CS2152,13,100,High
1041,CS2153,21,104,Medium
1042,CS2154,18,104,High
1043,CS2155,16,94,High
1044,CS2156,15,99,High
1045,CS2157,18,103,High
1046,CS2158,18,103,High
1047,CS2159,19,99,High
1048,CS2160,11,101,High
1049,CS2161,18,104,High
1050,CS2162,18,102,High
1051,CS2163,14,99,High
1052,CS2164,17,105,High
1053,CS2165,14,104,High
1054,CS2166,19,105,High
1055,CS2167,24,105,Medium
1056,CS2168,19,102,High
1057,CS2169,8,98,High
1058,CS2170,19,103,High
1059,CS2171,16,102,High
1060,CS2172,20,102,High
1061,CS2173,18,98,High
1062,CS2174,23,103,Medium
1063,CS2175,23,101,Medium
1064,CS2176,21,105,Medium
1065,CS2177,19,100,High
1066,CS2178,26,105,Medium
1067,CS2179,30,102,Medium
1068,CS2180,23,105,Medium
1069,CS2181,15,100,High
1070,CS2182,26,101,Medium
1071,CS2183,13,105,High
1072,CS2184,20,105,Medium
1073,CS2185,15,85,Low
1074,CS2186,20,102,High
1075,CS2187,24,103,Medium
1076,CS2188,19,104,High
1077,CS2189,21,105,Medium
1078,CS2190,23,102,Medium
1079,CS2191,22,104,Medium
1080,CS2192,14,103,High
1081,CS2193,16,101,High
1082,CS2194,24,105,Medium
1083,CS2195,24,102,Medium
1084,CS2196,14,103,High
1085,CS2197,21,104,Medium
1086,CS2198,24,105,Medium
1087,CS2199,28,105,Medium
1088,CS2200,19,103,High
1089,CS2201,18,101,High
1090,CS2202,26,103,Medium
1091,CS2203,16,101,High
1092,CS2204,18,105,High
1093,CS2205,28,104,Medium
1094,CS2206,18,93,High
1095,CS2207,26,100,Medium
1096,CS2208,28,102,Medium
1097,CS2209,15,103,High
1098,CS2210,20,101,High
1099,CS2211,11,100,High
1100,CS2212,17,98,High
1101,CS2213,24,105,Medium
1102,CS2214,21,105,Medium
1103,CS2215,25,103,Medium
1104,CS2216,22,105,Medium
1105,CS2217,17,100,High
1106,CS2218,17,101,High
1107,CS2219,17,101,High
1108,CS2220,27,103,Medium
1109,CS2221,18,94,High
1110,CS2222,14,104,High
1111,CS2223,27,102,Medium
1112,CS2224,14,105,High
1113,CS2225,20,100,High
1114,CS2226,17,104,High
1115,CS2227,21,102,Medium
1116,CS2228,19,105,High
1117,CS2229,23,104,Medium
1118,CS2230,24,94,Medium
1119,CS2231,18,105,High
1120,CS2232,22,97,Medium
1121,CS2233,23,103,Medium
1122,CS2234,10,103,High
1123,CS2235,17,104,High
1124,CS2236,25,99,Medium
1125,CS2237,26,105,Medium
1126,CS2238,15,94,High
1127,CS2239,19,102,High
1128,CS2240,13,100,High
1129,CS2241,21,104,Medium
1130,CS2242,17,103,High
1131,CS2243,14,100,High
1132,CS2244,21,105,Medium
1133,CS2245,20,101,High
1134,CS2246,23,104,Medium
1135,CS2247,17,104,High
1136,CS2248,16,102,High
1137,CS2249,23,102,Medium
1138,CS2250,18,104,High
1139,CS2251,25,102,Medium
1140,CS2252,31,100,Medium
1141,CS2253,17,105,High
1142,CS2254,21,105,Medium
1143,CS2255,17,102,High
1144,CS2256,19,101,High
1145,CS2257,23,103,Medium
1146,CS2258,18,104,High
1147,CS2259,17,102,High
1148,CS2260,18,93,High
1149,CS2261,18,104,High
1150,CS2262,18,105,High
1151,CS2263,27,101,Medium
1152,CS2264,21,104,Medium
1153,CS2265,15,104,High
1154,CS2266,16,102,High
1155,CS2267,17,104,High
1156,CS2268,19,105,High
1157,CS2269,26,96,Medium
1158,CS2270,15,105,High
1159,CS2271,23,105,Medium
1160,CS2272,17,102,High
1161,CS2273,25,104,Medium
1162,CS2274,18,105,High
1163,CS2275,15,102,High
1164,CS2276,14,105,High
1165,CS2277,24,104,Medium
1166,CS2278,14,102,High
1167,CS2279,22,102,Medium
1168,CS2280,24,104,Medium
1169,CS2281,19,105,High
1170,CS2282,21,97,High
1171,CS2283,22,104,Medium
1172,CS2284,29,104,Medium
1173,CS2285,29,105,Medium
1174,CS2286,15,104,High
1175,CS2287,17,103,High
1176,CS2288,19,105,High
1177,CS2289,20,92,High
1178,CS2290,26,104,Medium
1179,CS2291,20,102,High
1180,CS2292,23,103,Medium
1181,CS2293,22,105,Medium
1182,CS2294,22,100,Medium
1183,CS2295,21,103,Medium
1184,CS2296,25,101,Medium
1185,CS2297,19,100,High
1186,CS2298,21,105,Medium
1187,CS2299,29,97,Medium
1188,CS2300,23,104,Medium
1189,CS2301,14,95,High
1190,CS2302,23,105,Medium
1191,CS2303,24,104,Medium
1192,CS2304,16,104,High
1193,CS2305,24,104,Medium
1194,CS2306,21,104,Medium
1195,CS2307,16,105,High
1196,CS2308,22,104,Medium
1197,CS2309,22,105,Medium
1198,CS2310,28,105,Medium
1199,CS2311,18,102,High
1200,CS2312,26,103,Medium
1201,CS2313,22,105,Medium
1202,CS2314,16,104,High
1203,CS2315,16,104,High
1204,CS2316,33,105,Medium
1205,CS2317,21,99,High
1206,CS2318,17,102,High
1207,CS2319,18,102,High
1208,CS2320,19,104,High
1209,CS2321,20,101,High
1210,CS2322,18,98,High
1211,CS2323,22,104,Medium
1212,CS2324,13,105,High
1213,CS2325,18,103,High
1214,CS2326,11,90,High
1215,CS2327,26,103,Medium
1216,CS2328,27,104,Medium
1217,CS2329,21,102,Medium
1218,CS2330,19,105,High
1219,CS2331,26,105,Medium
1220,CS2332,16,98,High
1221,CS2333,24,104,Medium
1222,CS2334,17,101,High
1223,CS2335,18,96,High
1224,CS2336,22,104,Medium
1225,CS2337,21,92,High
1226,CS2338,27,105,Medium
1227,CS2339,13,103,High
1228,CS2340,21,103,Medium
1229,CS2341,24,102,Medium
1230,CS2342,17,94,High
1231,CS2343,18,103,High
1232,CS2344,23,105,Medium
1233,CS2345,29,97,Medium
1234,CS2346,28,98,Medium
1235,CS2347,18,104,High
1236,CS2348,25,97,Medium
1237,CS2349,20,105,Medium
1238,CS2350,23,97,Medium
1239,CS2351,23,103,Medium
1240,CS2352,20,103,Medium
1241,CS2353,16,104,High
1242,CS2354,23,102,Medium
1243,CS2355,20,105,Medium
1244,CS2356,20,96,High
1245,CS2357,24,105,Medium
1246,CS2358,15,103,High
1247,CS2359,24,102,Medium
1248,CS2360,13,99,High
1249,CS2361,30,104,Medium
1250,CS2362,21,105,Medium
1251,CS2363,24,99,Medium
1252,CS2364,25,105,Medium
1253,CS2365,15,96,High
1254,CS2366,18,103,High
1255,CS2367,19,103,High
1256,CS2368,27,101,Medium
1257,CS2369,24,102,Medium
1258,CS2370,21,98,High
1259,CS2371,22,105,Medium
1260,CS2372,22,104,Medium
1261,CS2373,26,105,Medium
1262,CS2374,20,101,High
1263,CS2375,21,105,Medium
1264,CS2376,10,89,High
1265,CS2377,24,104,Medium
1266,CS2378,25,104,Medium
1267,CS2379,16,101,High
1268,CS2380,9,105,High
1269,CS2381,19,104,High
1270,CS2382,17,98,High
1271,CS2383,20,82,Low
1272,CS2384,21,97,High
1273,CS2385,18,103,High
1274,CS2386,21,102,Medium
1275,CS2387,24,105,Medium
1276,CS2388,21,100,Medium
1277,CS2389,20,104,Medium
1278,CS2390,10,104,High
1279,CS2391,25,102,Medium
1280,CS2392,18,105,High
1281,CS2393,20,102,High
1282,CS2394,18,99,High
1283,CS2395,22,103,Medium
1284,CS2396,11,105,High
1285,CS2397,23,105,Medium
1286,CS2398,18,100,High
1287,CS2399,25,105,Medium
1288,CS2400,16,100,High
1289,CS2401,15,103,High
1290,CS2402,13,104,High
1291,CS2403,24,103,Medium
1292,CS2404,23,102,Medium
1293,CS2405,12,102,High
1294,CS2406,15,103,High
1295,CS2407,25,104,Medium
1296,CS2408,11,95,High
1297,CS2409,15,95,High
1298,CS2410,13,103,High
1299,CS2411,21,104,Medium
1300,CS2412,16,102,High
1301,CS2413,15,103,High
1302,CS2414,19,104,High
1303,CS2415,25,105,Medium
1304,CS2416,20,105,Medium
1305,CS2417,18,102,High
1306,CS2418,15,96,High
1307,CS2419,22,105,Medium
1308,CS2420,22,105,Medium
1309,CS2421,28,102,Medium
1310,CS2422,20,101,High
1311,CS2423,20,101,High
1312,CS2424,20,101,High
1313,CS2425,23,96,Medium
1314,CS2426,18,99,High
1315,CS2427,15,104,High
1316,CS2428,20,105,Medium
1317,CS2429,25,104,Medium
1318,CS2430,27,101,Medium
1319,CS2431,14,104,High
1320,CS2432,19,105,High
1321,CS2433,30,103,Medium
1322,CS2434,26,104,Medium
1323,CS2435,16,98,High
1324,CS2436,22,105,Medium
1325,CS2437,21,105,Medium
1326,CS2438,22,102,Medium
1327,CS2439,23,104,Medium
1328,CS2440,11,102,High
1329,CS2441,23,101,Medium
1330,CS2442,28,100,Medium
1331,CS2443,19,104,High
1332,CS2444,15,82,Low
1333,CS2445,19,104,High
1334,CS2446,10,101,High
1335,CS2447,17,102,High
1336,CS2448,21,105,Medium
1337,CS2449,16,103,High
1338,CS2450,16,105,High
1339,CS2451,16,105,High
1340,CS2452,20,103,Medium
1341,CS2453,19,105,High
1342,CS2454,23,105,Medium
1343,CS2455,24,101,Medium
1344,CS2456,17,103,High
1345,CS2457,24,103,Medium
1346,CS2458,16,99,High
1347,CS2459,27,105,Medium
1348,CS2460,23,105,Medium
1349,CS2461,22,105,Medium
1350,CS2462,20,105,Medium
1351,CS2463,17,104,High
1352,CS2464,18,101,High
1353,CS2465,20,105,Medium
1354,CS2466,16,104,High
1355,CS2467,13,102,High
1356,CS2468,25,105,Medium
1357,CS2469,20,104,Medium
1358,CS2470,15,104,High
1359,CS2471,18,102,High
1360,CS2472,19,98,High
1361,CS2473,19,105,High
1362,CS2474,17,88,High
1363,CS2475,16,105,High
1364,CS2476,22,100,Medium
1365,CS2477,15,89,High
1366,CS2478,17,104,High
1367,CS2479,10,103,High
1368,CS2480,19,97,High
1369,CS2481,15,96,High
1370,CS2482,31,105,Medium
1371,CS2483,15,104,High
1372,CS2484,17,94,High
1373,CS2485,21,105,Medium
1374,CS2486,20,105,Medium
1375,CS2487,25,102,Medium
1376,CS2488,19,102,High
1377,CS2489,19,104,High
1378,CS2490,22,99,Medium
1379,CS2491,19,105,High
1380,CS2492,17,96,High
1381,CS2493,28,101,Medium
1382,CS2494,21,103,Medium
1383,CS2495,17,104,High
1384,CS2496,23,95,Medium
1385,CS2497,17,96,High
1386,CS2498,14,95,High
1387,CS2499,21,104,Medium
1388,CS2500,17,96,High
1389,CS2501,23,104,Medium
1390,CS2502,24,104,Medium
1391,CS2503,15,99,High
1392,CS2504,11,103,High
1393,CS2505,16,105,High
1394,CS2506,20,102,High
1395,CS2507,23,103,Medium
1396,CS2508,29,105,Medium
1397,CS2509,13,105,High
1398,CS2510,20,97,High
1399,CS2511,18,105,High
1400,CS2512,25,105,Medium
1401,CS2513,22,104,Medium
1402,CS2514,21,103,Medium
1403,CS2515,22,104,Medium
1404,CS2516,17,105,High
1405,CS2517,15,105,High
1406,CS2518,21,89,High
1407,CS2519,25,105,Medium
1408,CS2520,22,105,Medium
1409,CS2521,21,100,Medium
1410,CS2522,19,103,High
1411,CS2523,17,102,High
1412,CS2524,16,103,High
1413,CS2525,20,102,High
1414,CS2526,14,105,High
1415,CS2527,23,105,Medium
1416,CS2528,17,102,High
1417,CS2529,19,104,High
1418,CS2530,19,101,High
1419,CS2531,26,97,Medium
1420,CS2532,14,102,High
1421,CS2533,24,103,Medium
1422,CS2534,19,104,High
1423,CS2535,18,105,High
1424,CS2536,25,101,Medium
1425,CS2537,17,105,High
1426,CS2538,22,104,Medium
1427,CS2539,18,100,High
1428,CS2540,20,102,High
1429,CS2541,28,100,Medium
1430,CS2542,17,105,High
1431,CS2543,22,102,Medium
1432,CS2544,22,104,Medium
1433,CS2545,24,104,Medium
1434,CS2546,24,97,Medium
1435,CS2547,19,99,High
1436,CS2548,24,104,Medium
1437,CS2549,17,104,High
1438,CS2550,12,97,High
1439,CS2551,22,104,Medium
1440,CS2552,27,105,Medium
1441,CS2553,17,99,High
1442,CS2554,12,104,High
1443,CS2555,18,104,High
1444,CS2556,19,103,High
1445,CS2557,16,104,High
1446,CS2558,19,104,High
1447,CS2559,10,102,High
1448,CS2560,16,105,High
1449,CS2561,19,105,High
1450,CS2562,13,102,High
1451,CS2563,17,104,High
1452,CS2564,16,98,High
1453,CS2565,22,105,Medium
1454,CS2566,17,103,High
1455,CS2567,17,105,High
1456,CS2568,28,105,Medium
1457,CS2569,24,99,Medium
1458,CS2570,10,97,High
1459,CS2571,21,105,Medium
1460,CS2572,15,98,High
1461,CS2573,18,99,High
1462,CS2574,15,105,High
1463,CS2575,24,102,Medium
1464,CS2576,12,101,High
1465,CS2577,18,105,High
1466,CS2578,25,103,Medium
1467,CS2579,30,105,Medium
1468,CS2580,20,103,Medium
1469,CS2581,14,104,High
1470,CS2582,29,103,Medium
1471,CS2583,15,103,High
1472,CS2584,25,102,Medium
1473,CS2585,21,105,Medium
1474,CS2586,16,103,High
1475,CS2587,12,95,High
1476,CS2588,23,105,Medium
1477,CS2589,20,102,High
1478,CS2590,22,99,Medium
1479,CS2591,22,103,Medium
1480,CS2592,20,105,Medium
1481,CS2593,14,103,High
1482,CS2594,20,100,High
1483,CS2595,23,97,Medium
1484,CS2596,12,102,High
1485,CS2597,21,105,Medium
1486,CS2598,18,97,High
1487,CS2599,28,104,Medium
1488,CS2600,25,101,Medium
1489,CS2601,25,104,Medium
1490,CS2602,20,105,Medium
1491,CS2603,17,104,High
1492,CS2604,22,100,Medium
1493,CS2605,18,103,High
1494,CS2606,17,104,High
1495,CS2607,13,90,High
1496,CS2608,16,101,High
1497,CS2609,15,104,High
1498,CS2610,22,105,Medium
1499,CS2611,21,103,Medium
1500,CS2612,21,102,Medium
1501,CS2613,22,104,Medium
1502,CS2614,18,97,High
1503,CS2615,30,103,Medium
1504,CS2616,9,95,High
1505,CS2617,17,104,High
1506,CS2618,18,103,High
1507,CS2619,21,105,Medium
1508,CS2620,35,104,Medium
1509,CS2621,23,99,Medium
1510,CS2622,21,105,Medium
1511,CS2623,23,102,Medium
1512,CS2624,27,104,Medium
1513,CS2625,25,104,Medium
1514,CS2626,12,104,High
1515,CS2627,21,105,Medium
1516,CS2628,29,102,Medium
1517,CS2629,12,102,High
1518,CS2630,17,99,High
1519,CS2631,13,100,High
1520,CS2632,18,102,High
1521,CS2633,19,104,High
1522,CS2634,19,105,High
1523,CS2635,23,87,High
1524,CS2636,16,105,High
1525,CS2637,26,101,Medium
1526,CS2638,25,105,Medium
1527,CS2639,26,101,Medium
1528,CS2640,18,105,High
1529,CS2641,19,104,High
1530,CS2642,17,101,High
1531,CS2643,22,102,Medium
1532,CS2644,20,105,Medium
1533,CS2645,14,91,High
1534,CS2646,17,93,High
1535,CS2647,23,103,Medium
1536,CS2648,25,102,Medium
1537,CS2649,21,105,Medium
1538,CS2650,15,105,High
1539,CS2651,22,104,Medium
1540,CS2652,20,105,Medium
1541,CS2653,22,102,Medium
1542,CS2654,16,101,High
1543,CS2655,27,105,Medium
1544,CS2656,24,104,Medium
1545,CS2657,29,101,Medium
1546,CS2658,24,105,Medium
1547,CS2659,20,103,Medium
1548,CS2660,15,95,High
1549,CS2661,26,104,Medium
1550,CS2662,26,100,Medium
1551,CS2663,24,102,Medium
1552,CS2664,23,105,Medium
1553,CS2665,19,102,High
1554,CS2666,18,105,High
1555,CS2667,14,102,High
1556,CS2668,19,105,High
1557,CS2669,30,99,Medium
1558,CS2670,20,101,High
1559,CS2671,20,103,Medium
1560,CS2672,20,101,High
1561,CS2673,15,105,High
1562,CS2674,12,102,High
1563,CS2675,17,103,High
1564,CS2676,24,100,Medium
1565,CS2677,14,101,High
1566,CS2678,13,105,High
1567,CS2679,29,104,Medium
1568,CS2680,16,99,High
1569,CS2681,21,100,Medium
1570,CS2682,29,105,Medium
1571,CS2683,25,103,Medium
1572,CS2684,15,105,High
1573,CS2685,20,101,High
1574,CS2686,22,105,Medium
1575,CS2687,28,103,Medium
1576,CS2688,22,104,Medium
1577,CS2689,13,100,High
1578,CS2690,21,104,Medium
1579,CS2691,16,101,High
1580,CS2692,28,102,Medium
1581,CS2693,21,104,Medium
1582,CS2694,19,104,High
1583,CS2695,23,103,Medium
1584,CS2696,18,103,High
1585,CS2697,16,94,High
1586,CS2698,12,81,Low
1587,CS2699,19,104,High
1588,CS2700,26,105,Medium
1589,CS2701,18,92,High
1590,CS2702,29,95,Medium
1591,CS2703,25,105,Medium
1592,CS2704,20,100,High
1593,CS2705,17,105,High
1594,CS2706,20,98,High
1595,CS2707,21,101,Medium
1596,CS2708,23,100,Medium
1597,CS2709,13,105,High
1598,CS2710,22,105,Medium
1599,CS2711,18,105,High
1600,CS2712,20,102,High
1601,CS2713,20,105,Medium
1602,CS2714,13,100,High
1603,CS2715,20,103,Medium
1604,CS2716,16,105,High
1605,CS2717,12,104,High
1606,CS2718,11,95,High
1607,CS2719,25,104,Medium
1608,CS2720,21,96,High
1609,CS2721,23,102,Medium
1610,CS2722,21,92,High
1611,CS2723,21,101,Medium
1612,CS2724,14,104,High
1613,CS2725,21,104,Medium
1614,CS2726,20,103,Medium
1615,CS2727,25,104,Medium
1616,CS2728,20,105,Medium
1617,CS2729,21,87,Low
1618,CS2730,16,104,High
1619,CS2731,22,105,Medium
1620,CS2732,18,105,High
1621,CS2733,24,98,Medium
1622,CS2734,19,104,High
1623,CS2735,26,94,Medium
1624,CS2736,25,99,Medium
1625,CS2737,20,103,Medium
1626,CS2738,25,103,Medium
1627,CS2739,27,105,Medium
1628,CS2740,14,105,High
1629,CS2741,23,98,Medium
1630,CS2742,24,105,Medium
1631,CS2743,20,105,Medium
1632,CS2744,18,98,High
1633,CS2745,24,103,Medium
1634,CS2746,15,98,High
1635,CS2747,18,103,High
1636,CS2748,23,105,Medium
1637,CS2749,18,95,High
1638,CS2750,17,94,High
1639,CS2751,22,104,Medium
1640,CS2752,18,102,High
1641,CS2753,18,103,High
1642,CS2754,22,104,Medium
1643,CS2755,30,105,Medium
1644,CS2756,23,103,Medium
1645,CS2757,22,102,Medium
1646,CS2758,15,93,High
1647,CS2759,18,98,High
1648,CS2760,15,105,High
1649,CS2761,17,103,High
1650,CS2762,12,93,High
1651,CS2763,11,104,High
1652,CS2764,13,105,High
1653,CS2765,24,99,Medium
1654,CS2766,27,91,Medium
1655,CS2767,18,105,High
1656,CS2768,18,103,High
1657,CS2769,30,105,Medium
1658,CS2770,25,96,Medium
1659,CS2771,25,105,Medium
1660,CS2772,17,100,High
1661,CS2773,22,104,Medium
1662,CS2774,11,95,High
1663,CS2775,22,101,Medium
1664,CS2776,28,104,Medium
1665,CS2777,20,103,Medium
1666,CS2778,16,101,High
1667,CS2779,14,97,High
1668,CS2780,18,99,High
1669,CS2781,16,103,High
1670,CS2782,21,105,Medium
1671,CS2783,29,101,Medium
1672,CS2784,24,99,Medium
1673,CS2785,23,103,Medium
1674,CS2786,29,102,Medium
1675,CS2787,23,103,Medium
1676,CS2788,19,96,High
1677,CS2789,26,104,Medium
1678,CS2790,19,103,High
1679,CS2791,19,104,High
1680,CS2792,21,105,Medium
1681,CS2793,22,103,Medium
1682,CS2794,23,105,Medium
1683,CS2795,22,105,Medium
1684,CS2796,18,103,High
1685,CS2797,20,104,Medium
1686,CS2798,21,104,Medium
1687,CS2799,17,99,High
1688,CS2800,16,98,High
1689,CS2801,18,104,High
1690,CS2802,20,104,Medium
1691,CS2803,15,98,High
1692,CS2804,22,101,Medium
1693,CS2805,18,103,High
1694,CS2806,11,91,High
1695,CS2807,19,101,High
1696,CS2808,24,98,Medium
1697,CS2809,24,104,Medium
1698,CS2810,15,105,High
1699,CS2811,17,96,High
1700,CS2812,16,104,High
1701,CS2813,23,105,Medium
1702,CS2814,18,104,High
1703,CS2815,16,104,High
1704,CS2816,21,101,Medium
1705,CS2817,21,105,Medium
1706,CS2818,29,103,Medium
1707,CS2819,20,103,Medium
1708,CS2820,23,99,Medium
1709,CS2821,27,99,Medium
1710,CS2822,15,101,High
1711,CS2823,25,102,Medium
1712,CS2824,20,94,High
1713,CS2825,14,97,High
1714,CS2826,18,103,High
1715,CS2827,21,105,Medium
1716,CS2828,20,103,Medium
1717,CS2829,24,105,Medium
1718,CS2830,28,103,Medium
1719,CS2831,17,102,High
1720,CS2832,24,105,Medium
1721,CS2833,18,102,High
1722,CS2834,24,102,Medium
1723,CS2835,24,105,Medium
1724,CS2836,18,103,High
1725,CS2837,26,105,Medium
1726,CS2838,18,102,High
1727,CS2839,19,105,High
1728,CS2840,29,103,Medium
1729,CS2841,12,99,High
1730,CS2842,24,104,Medium
1731,CS2843,18,104,High
1732,CS2844,11,94,High
1733,CS2845,27,105,Medium
1734,CS2846,19,100,High
1735,CS2847,21,104,Medium
1736,CS2848,19,102,High
1737,CS2849,21,105,Medium
1738,CS2850,17,105,High
1739,CS2851,19,102,High
1740,CS2852,16,101,High
1741,CS2853,25,103,Medium
1742,CS2854,23,105,Medium
1743,CS2855,19,102,High
1744,CS2856,21,98,High
1745,CS2857,15,101,High
1746,CS2858,23,103,Medium
1747,CS2859,13,96,High
1748,CS2860,21,104,Medium
1749,CS2861,14,104,High
1750,CS2862,24,105,Medium
1751,CS2863,25,103,Medium
1752,CS2864,23,101,Medium
1753,CS2865,25,105,Medium
1754,CS2866,22,105,Medium
1755,CS2867,21,105,Medium
1756,CS2868,20,105,Medium
1757,CS2869,21,105,Medium
1758,CS2870,24,103,Medium
1759,CS2871,29,104,Medium
1760,CS2872,22,105,Medium
1761,CS2873,29,103,Medium
1762,CS2874,14,104,High
1763,CS2875,15,100,High
1764,CS2876,21,100,Medium
1765,CS2877,24,102,Medium
1766,CS2878,23,104,Medium
1767,CS2879,15,99,High
1768,CS2880,20,105,Medium
1769,CS2881,26,103,Medium
1770,CS2882,11,103,High
1771,CS2883,21,104,Medium
1772,CS2884,21,103,Medium
1773,CS2885,28,104,Medium
1774,CS2886,16,95,High
1775,CS2887,25,104,Medium
1776,CS2888,24,104,Medium
1777,CS2889,22,103,Medium
1778,CS2890,19,103,High
1779,CS2891,24,105,Medium
1780,CS2892,17,93,High
1781,CS2893,24,102,Medium
1782,CS2894,19,105,High
1783,CS2895,21,94,High
1784,CS2896,24,105,Medium
1785,CS2897,16,102,High
1786,CS2898,21,104,Medium
1787,CS2899,24,104,Medium
1788,CS2900,26,104,Medium
1789,CS2901,19,98,High
1790,CS2902,28,105,Medium
1791,CS2903,17,103,High
1792,CS2904,25,105,Medium
1793,CS2905,17,99,High
1794,CS2906,27,105,Medium
1795,CS2907,29,102,Medium
1796,CS2908,16,99,High
1797,CS2909,19,105,High
1798,CS2910,23,96,Medium
1799,CS2911,21,104,Medium
1800,CS2912,20,104,Medium
1801,CS2913,21,105,Medium
1802,CS2914,26,104,Medium
1803,CS2915,24,103,Medium
1804,CS2916,21,105,Medium
1805,CS2917,20,102,High
1806,CS2918,24,104,Medium
1807,CS2919,18,104,High
1808,CS2920,21,92,High
1809,CS2921,16,103,High
1810,CS2922,15,105,High
1811,CS2923,13,99,High
1812,CS2924,21,104,Medium
1813,CS2925,14,97,High
1814,CS2926,14,100,High
1815,CS2927,25,103,Medium
1816,CS2928,17,100,High
1817,CS2929,22,103,Medium
1818,CS2930,26,103,Medium
1819,CS2931,21,102,Medium
1820,CS2932,18,102,High
1821,CS2933,13,99,High
1822,CS2934,17,97,High
1823,CS2935,21,104,Medium
1824,CS2936,13,102,High
1825,CS2937,20,102,High
1826,CS2938,30,103,Medium
1827,CS2939,17,103,High
1828,CS2940,21,105,Medium
1829,CS2941,13,103,High
1830,CS2942,17,104,High
1831,CS2943,19,100,High
1832,CS2944,17,100,High
1833,CS2945,26,105,Medium
1834,CS2946,31,104,Medium
1835,CS2947,19,103,High
1836,CS2948,17,100,High
1837,CS2949,24,105,Medium
1838,CS2950,16,103,High
1839,CS2951,32,103,Medium
1840,CS2952,25,97,Medium
1841,CS2953,17,103,High
1842,CS2954,17,105,High
1843,CS2955,17,103,High
1844,CS2956,29,101,Medium
1845,CS2957,19,103,High
1846,CS2958,13,93,High
1847,CS2959,16,105,High
1848,CS2960,16,98,High
1849,CS2961,30,105,Medium
1850,CS2962,23,105,Medium
1851,CS2963,16,99,High
1852,CS2964,21,102,Medium
1853,CS2965,13,90,High
1854,CS2966,18,99,High
1855,CS2967,21,103,Medium
1856,CS2968,24,91,Medium
1857,CS2969,18,103,High
1858,CS2970,21,103,Medium
1859,CS2971,16,98,High
1860,CS2972,19,103,High
1861,CS2973,19,105,High
1862,CS2974,19,104,High
1863,CS2975,22,104,Medium
1864,CS2976,14,104,High
1865,CS2977,21,98,High
1866,CS2978,20,104,Medium
1867,CS2979,20,105,Medium
1868,CS2980,21,104,Medium
1869,CS2981,18,103,High
1870,CS2982,22,99,Medium
1871,CS2983,23,104,Medium
1872,CS2984,29,104,Medium
1873,CS2985,16,98,High
1874,CS2986,25,101,Medium
1875,CS2987,20,104,Medium
1876,CS2988,22,105,Medium
1877,CS2989,26,97,Medium
1878,CS2990,27,99,Medium
1879,CS2991,22,105,Medium
1880,CS2992,16,96,High
1881,CS2993,16,105,High
1882,CS2994,22,104,Medium
1883,CS2995,14,91,High
1884,CS2996,25,105,Medium
1885,CS2997,21,105,Medium
1886,CS2998,21,103,Medium
1887,CS2999,19,104,High
1888,CS3000,20,97,High
1889,CS3001,15,102,High
1890,CS3002,22,96,Medium
1891,CS3003,17,101,High
1892,CS3004,24,104,Medium
1893,CS3005,23,104,Medium
1894,CS3006,24,104,Medium
1895,CS3007,16,104,High
1896,CS3008,24,103,Medium
1897,CS3009,14,99,High
1898,CS3010,26,103,Medium
1899,CS3011,28,105,Medium
1900,CS3012,24,105,Medium
1901,CS3013,35,105,Medium
1902,CS3014,23,104,Medium
1903,CS3015,24,105,Medium
1904,CS3016,9,97,High
1905,CS3017,19,105,High
1906,CS3018,19,97,High
1907,CS3019,23,103,Medium
1908,CS3020,23,105,Medium
1909,CS3021,13,99,High
1910,CS3022,21,102,Medium
1911,CS3023,19,104,High
1912,CS3024,24,105,Medium
1913,CS3025,13,103,High
1914,CS3026,21,103,Medium
1915,CS3027,19,104,High
1916,CS3028,31,105,Medium
1917,CS3029,24,105,Medium
1918,CS3030,23,99,Medium
1919,CS3031,20,101,High
1920,CS3032,17,103,High
1921,CS3033,14,99,High
1922,CS3034,22,104,Medium
1923,CS3035,20,103,Medium
1924,CS3036,23,101,Medium
1925,CS3037,21,93,High
1926,CS3038,17,101,High
1927,CS3039,17,103,High
1928,CS3040,17,105,High
1929,CS3041,22,103,Medium
1930,CS3042,14,98,High
1931,CS3043,17,105,High
1932,CS3044,22,105,Medium
